Year,Trade Flow,Reporter,Reporter ISO,Partner,Partner ISO,Trade Value (US$)
2017,M,Serbia,SRB,Montenegro,MNE,58053847
2017,M,Serbia,SRB,Morocco,MAR,19211116
2017,M,Serbia,SRB,Mozambique,MOZ,12260462
2017,M,Serbia,SRB,Namibia,NAM,22371
2017,M,Serbia,SRB,Nepal,NPL,17306
2017,M,Serbia,SRB,Netherlands,NLD,367882959
2017,M,Serbia,SRB,Christmas Isds,CXR,544
2017,M,Serbia,SRB,Cocos Isds,CCK,9288
2017,M,Serbia,SRB,Eritrea,ERI,2050
2017,M,Serbia,SRB,Faeroe Isds,FRO,210185
2017,M,Serbia,SRB,Falkland Isds (Malvinas),FLK,379643
2017,M,Serbia,SRB,Fiji,FJI,373
2017,M,Serbia,SRB,Gabon,GAB,53429
2017,M,Serbia,SRB,Gibraltar,GIB,1146
2017,M,Serbia,SRB,Kiribati,KIR,20743
2017,M,Serbia,SRB,Greenland,GRL,5230
2017,M,Serbia,SRB,Grenada,GRD,1088877
2017,M,Serbia,SRB,Guyana,GUY,2040
2017,M,Serbia,SRB,Iraq,IRQ,483560069
2017,M,Serbia,SRB,Jamaica,JAM,3801
2017,M,Serbia,SRB,Kyrgyzstan,KGZ,3231622
2017,M,Serbia,SRB,Liberia,LBR,85075
2017,M,Serbia,SRB,Libya,LBY,77116
2017,M,Serbia,SRB,Malawi,MWI,2691865
2017,M,Serbia,SRB,Maldives,MDV,413
2017,M,Serbia,SRB,Mauritania,MRT,9811
2017,M,Serbia,SRB,Montserrat,MSR,1705
2017,M,Serbia,SRB,Oman,OMN,2512941
2017,M,Serbia,SRB,Nauru,NRU,1536
2017,M,Serbia,SRB,Curaçao,CUW,1066796
2017,M,Serbia,SRB,"Other Europe, nes",E19,66063
2017,M,Serbia,SRB,N. Mariana Isds,MNP,3953
2017,M,Serbia,SRB,Papua New Guinea,PNG,3943
2017,M,Serbia,SRB,Pitcairn,PCN,1686
2017,M,Serbia,SRB,Timor-Leste,TLS,327
2017,M,Serbia,SRB,Rwanda,RWA,51638
2017,M,Serbia,SRB,Saint Helena,SHN,198
2017,M,Serbia,SRB,Saint Vincent and the Grenadines,VCT,165
2017,M,Serbia,SRB,Togo,TGO,302782
2017,M,Serbia,SRB,United Rep. of Tanzania,TZA,10632511
2017,M,Serbia,SRB,Burkina Faso,BFA,14556
2017,M,Serbia,SRB,Uzbekistan,UZB,439352
2017,M,Serbia,SRB,Yemen,YEM,3228
2017,M,Serbia,SRB,Zambia,ZMB,47846
2017,M,Serbia,SRB,"Areas, nes",_X ,4441207
2017,M,Serbia,SRB,Saint Maarten,SXM,286
2017,M,Serbia,SRB,New Zealand,NZL,1270424
2017,M,Serbia,SRB,Nicaragua,NIC,41016
2017,M,Serbia,SRB,Niger,NER,5107
2017,M,Serbia,SRB,Nigeria,NGA,1100663
2017,M,Serbia,SRB,Niue,NIU,200
2017,M,Serbia,SRB,Norway,NOR,43590067
2017,M,Serbia,SRB,Pakistan,PAK,13257365
2017,M,Serbia,SRB,Panama,PAN,231879
2017,M,Serbia,SRB,Paraguay,PRY,4994
2017,M,Serbia,SRB,Peru,PER,1909314
2017,M,Serbia,SRB,Philippines,PHL,15223861
2017,M,Serbia,SRB,Poland,POL,909498325
2017,M,Serbia,SRB,Portugal,PRT,36083317
2017,M,Serbia,SRB,Qatar,QAT,418536
2017,M,Serbia,SRB,Romania,ROU,658931520
2017,M,Serbia,SRB,Russian Federation,RUS,1588747345
2017,M,Serbia,SRB,Saint Barthélemy,BLM,56
2017,M,Serbia,SRB,Saint Kitts and Nevis,KNA,6712
2017,M,Serbia,SRB,Saint Pierre and Miquelon,SPM,358
2017,M,Serbia,SRB,San Marino,SMR,130946
2017,M,Serbia,SRB,Sao Tome and Principe,STP,3655
2017,M,Serbia,SRB,Saudi Arabia,SAU,30909521
2017,M,Serbia,SRB,Senegal,SEN,96737
2017,M,Serbia,SRB,Seychelles,SYC,10179
2017,M,Serbia,SRB,Sierra Leone,SLE,222320
2017,M,Serbia,SRB,India,IND,189425454
2017,M,Serbia,SRB,Singapore,SGP,22311697
2017,M,Serbia,SRB,Slovakia,SVK,260577492
2017,M,Serbia,SRB,Viet Nam,VNM,179352910
2017,M,Serbia,SRB,Slovenia,SVN,597754046
2017,M,Serbia,SRB,Somalia,SOM,199
2017,M,Serbia,SRB,South Africa,ZAF,16560679
2017,M,Serbia,SRB,Zimbabwe,ZWE,1877673
2017,M,Serbia,SRB,Spain,ESP,324923219
2017,M,Serbia,SRB,South Sudan,SSD,14
2017,M,Serbia,SRB,Sudan,SDN,34629
2017,M,Serbia,SRB,Suriname,SUR,117418
2017,M,Serbia,SRB,Eswatini,SWZ,10814
2017,M,Serbia,SRB,Sweden,SWE,161098397
2017,M,Serbia,SRB,Switzerland,CHE,234942638
2017,M,Serbia,SRB,Syria,SYR,1835942
2017,M,Serbia,SRB,Tajikistan,TJK,1226676
2017,M,Serbia,SRB,Thailand,THA,66395375
2017,M,Serbia,SRB,Tokelau,TKL,1649
2017,M,Serbia,SRB,Trinidad and Tobago,TTO,14360
2017,M,Serbia,SRB,United Arab Emirates,ARE,15564732
2017,M,Serbia,SRB,Tunisia,TUN,21096455
2017,M,Serbia,SRB,Turkey,TUR,826992325
2017,M,Serbia,SRB,Turkmenistan,TKM,147457
2017,M,Serbia,SRB,Turks and Caicos Isds,TCA,179
2017,M,Serbia,SRB,Tuvalu,TUV,581
2017,M,Serbia,SRB,Uganda,UGA,7873279
2017,M,Serbia,SRB,Ukraine,UKR,249815059
2017,M,Serbia,SRB,North Macedonia,MKD,239652697
2017,M,Serbia,SRB,Egypt,EGY,40310017
2017,M,Serbia,SRB,United Kingdom,GBR,265677277
2017,M,Serbia,SRB,USA,USA,305961342
2017,M,Serbia,SRB,Uruguay,URY,1354813
2017,M,Serbia,SRB,Venezuela,VEN,37722
2017,M,Serbia,SRB,Wallis and Futuna Isds,WLF,10
2018,M,Serbia,SRB,Albania,ALB,52716012
2018,M,Serbia,SRB,Algeria,DZA,174375
2018,M,Serbia,SRB,Andorra,AND,99395
2018,M,Serbia,SRB,Argentina,ARG,24571061
2018,M,Serbia,SRB,Australia,AUS,6129486
2018,M,Serbia,SRB,Austria,AUT,720357529
2018,M,Serbia,SRB,Bahamas,BHS,372
2018,M,Serbia,SRB,Bahrain,BHR,787329
2018,M,Serbia,SRB,Bangladesh,BGD,77958034
2018,M,Serbia,SRB,Armenia,ARM,121287735
2018,M,Serbia,SRB,Belgium,BEL,483719287
2018,M,Serbia,SRB,Bosnia Herzegovina,BIH,684322512
2018,M,Serbia,SRB,Bouvet Island,BVT,69
2018,M,Serbia,SRB,Brazil,BRA,80072601
2018,M,Serbia,SRB,Belize,BLZ,792
2018,M,Serbia,SRB,Br. Indian Ocean Terr.,IOT,21
2018,M,Serbia,SRB,Bulgaria,BGR,510697352
2018,M,Serbia,SRB,Myanmar,MMR,6801283
2018,M,Serbia,SRB,Belarus,BLR,91469372
2018,M,Serbia,SRB,Cambodia,KHM,15847747
2018,M,Serbia,SRB,Cameroon,CMR,201998
2018,M,Serbia,SRB,Canada,CAN,32990019
2018,M,Serbia,SRB,Cayman Isds,CYM,12
2018,M,Serbia,SRB,Sri Lanka,LKA,4371791
2018,M,Serbia,SRB,Chile,CHL,2624257
2018,M,Serbia,SRB,China,CHN,2167522275
2018,M,Serbia,SRB,Antigua and Barbuda,ATG,3413
2018,M,Serbia,SRB,Azerbaijan,AZE,205895
2018,M,Serbia,SRB,Barbados,BRB,2987
2018,M,Serbia,SRB,Bermuda,BMU,228
2018,M,Serbia,SRB,Bhutan,BTN,61149
2018,M,Serbia,SRB,Bolivia (Plurinational State of),BOL,511549
2018,M,Serbia,SRB,Botswana,BWA,59
2018,M,Serbia,SRB,Br. Virgin Isds,VGB,151
2018,M,Serbia,SRB,Brunei Darussalam,BRN,25
2018,M,Serbia,SRB,Burundi,BDI,76667
2018,M,Serbia,SRB,Cabo Verde,CPV,2637
2018,M,Serbia,SRB,Central African Rep.,CAF,60372
2018,M,Serbia,SRB,Chad,TCD,898
2018,M,Serbia,SRB,Cocos Isds,CCK,1647
2018,M,Serbia,SRB,Colombia,COL,14353001
2018,M,Serbia,SRB,Comoros,COM,16407
2018,M,Serbia,SRB,Dem. Rep. of the Congo,COD,12426
2018,M,Serbia,SRB,Costa Rica,CRI,17729358
2018,M,Serbia,SRB,Croatia,HRV,588798215
2018,M,Serbia,SRB,Cuba,CUB,1932755
2018,M,Serbia,SRB,Cyprus,CYP,5108759
2018,M,Serbia,SRB,Czechia,CZE,652052277
2018,M,Serbia,SRB,Denmark,DNK,174550308
2018,M,Serbia,SRB,Dominica,DMA,2815
2018,M,Serbia,SRB,Dominican Rep.,DOM,2369800
2018,M,Serbia,SRB,Ecuador,ECU,18249177
2018,M,Serbia,SRB,El Salvador,SLV,124008
2018,M,Serbia,SRB,Ethiopia,ETH,469013
2018,M,Serbia,SRB,Eritrea,ERI,12419
2018,M,Serbia,SRB,Estonia,EST,7792467
2018,M,Serbia,SRB,Falkland Isds (Malvinas),FLK,156696
2018,M,Serbia,SRB,Finland,FIN,146837123
2018,M,Serbia,SRB,France,FRA,721630671
2018,M,Serbia,SRB,Georgia,GEO,105672
2018,M,Serbia,SRB,Germany,DEU,3474415432
2018,M,Serbia,SRB,Ghana,GHA,10213702
2018,M,Serbia,SRB,Greece,GRC,361021275
2018,M,Serbia,SRB,Guatemala,GTM,2647369
2018,M,Serbia,SRB,Guinea,GIN,32543
2018,M,Serbia,SRB,Haiti,HTI,39545
2018,M,Serbia,SRB,Honduras,HND,682616
2018,M,Serbia,SRB,"China, Hong Kong SAR",HKG,47160416
2018,M,Serbia,SRB,Hungary,HUN,1242143800
2018,M,Serbia,SRB,Iceland,ISL,639014
2018,M,Serbia,SRB,Indonesia,IDN,59549061
2018,M,Serbia,SRB,Iran,IRN,42397092
2018,M,Serbia,SRB,Ireland,IRL,134694680
2018,M,Serbia,SRB,Israel,ISR,40431567
2018,M,Serbia,SRB,Italy,ITA,2422626508
2018,M,Serbia,SRB,Côte d'Ivoire,CIV,19458576
2018,M,Serbia,SRB,Japan,JPN,138485695
2018,M,Serbia,SRB,Kazakhstan,KAZ,5558521
2018,M,Serbia,SRB,Jordan,JOR,490611
2018,M,Serbia,SRB,Kenya,KEN,1096930
2018,M,Serbia,SRB,Dem. People's Rep. of Korea,PRK,76800
2018,M,Serbia,SRB,Rep. of Korea,KOR,224698868
2018,M,Serbia,SRB,Kuwait,KWT,663225
2018,M,Serbia,SRB,Lao People's Dem. Rep.,LAO,215630
2018,M,Serbia,SRB,Lebanon,LBN,541004
2018,M,Serbia,SRB,Lesotho,LSO,158048
2018,M,Serbia,SRB,Latvia,LVA,7002742
2018,M,Serbia,SRB,Libya,LBY,1078
2018,M,Serbia,SRB,Lithuania,LTU,17887056
2018,M,Serbia,SRB,Luxembourg,LUX,16372443
2018,M,Serbia,SRB,"China, Macao SAR",MAC,100167
2018,M,Serbia,SRB,Madagascar,MDG,565686
2018,M,Serbia,SRB,Malaysia,MYS,57905907
2018,M,Serbia,SRB,Mali,MLI,21226
2018,M,Serbia,SRB,Malta,MLT,13311116
2018,M,Serbia,SRB,Mauritania,MRT,1335
2018,M,Serbia,SRB,Mauritius,MUS,691551
2018,M,Serbia,SRB,Mexico,MEX,44339384
2018,M,Serbia,SRB,"Other Asia, nes",S19,103698417
2018,M,Serbia,SRB,Rep. of Moldova,MDA,18862367
2018,M,Serbia,SRB,Montenegro,MNE,71305610
2018,M,Serbia,SRB,Congo,COG,144452
2018,M,Serbia,SRB,Cook Isds,COK,241
2018,M,Serbia,SRB,Faeroe Isds,FRO,114253
2018,M,Serbia,SRB,Fiji,FJI,12405
2018,M,Serbia,SRB,French Polynesia,PYF,10346
2018,M,Serbia,SRB,Djibouti,DJI,316
2018,M,Serbia,SRB,Gabon,GAB,63177
2018,M,Serbia,SRB,Gambia,GMB,113
2018,M,Serbia,SRB,State of Palestine,PSE,145
2018,M,Serbia,SRB,Kiribati,KIR,5289
2018,M,Serbia,SRB,Grenada,GRD,200670
2018,M,Serbia,SRB,Guam,GUM,304
2018,M,Serbia,SRB,Guyana,GUY,3406
2018,M,Serbia,SRB,Iraq,IRQ,686679715
2018,M,Serbia,SRB,Jamaica,JAM,5649
2018,M,Serbia,SRB,Kyrgyzstan,KGZ,3725351
2018,M,Serbia,SRB,Liberia,LBR,293398
2018,M,Serbia,SRB,Malawi,MWI,1573070
2018,M,Serbia,SRB,Mongolia,MNG,35264
2018,M,Serbia,SRB,Oman,OMN,715392
2018,M,Serbia,SRB,Curaçao,CUW,2653996
2018,M,Serbia,SRB,Saint Maarten,SXM,2068
2018,M,Serbia,SRB,"Other Europe, nes",E19,156414
2018,M,Serbia,SRB,Marshall Isds,MHL,13828
2018,M,Serbia,SRB,Panama,PAN,773058
2018,M,Serbia,SRB,Papua New Guinea,PNG,1520
2018,M,Serbia,SRB,Saint Barthélemy,BLM,46
2018,M,Serbia,SRB,Saint Kitts and Nevis,KNA,13524
2018,M,Serbia,SRB,Saint Pierre and Miquelon,SPM,83
2018,M,Serbia,SRB,Tokelau,TKL,10669
2018,M,Serbia,SRB,Turkmenistan,TKM,163709
2018,M,Serbia,SRB,Turks and Caicos Isds,TCA,1004
2018,M,Serbia,SRB,Tuvalu,TUV,603
2018,M,Serbia,SRB,Burkina Faso,BFA,18909
2018,M,Serbia,SRB,Uzbekistan,UZB,335201
2018,M,Serbia,SRB,Zambia,ZMB,6001
2018,M,Serbia,SRB,Morocco,MAR,19693303
2018,M,Serbia,SRB,Mozambique,MOZ,10337116
2018,M,Serbia,SRB,Namibia,NAM,13216
2018,M,Serbia,SRB,Nepal,NPL,12500
2018,M,Serbia,SRB,Netherlands,NLD,424671198
2018,M,Serbia,SRB,New Caledonia,NCL,150
2018,M,Serbia,SRB,New Zealand,NZL,1175650
2018,M,Serbia,SRB,Nicaragua,NIC,155701
2018,M,Serbia,SRB,Niger,NER,1239
2018,M,Serbia,SRB,Nigeria,NGA,547254
2018,M,Serbia,SRB,Niue,NIU,5897
2018,M,Serbia,SRB,Norway,NOR,50317284
2018,M,Serbia,SRB,Palau,PLW,1980
2018,M,Serbia,SRB,Pakistan,PAK,13491839
2018,M,Serbia,SRB,Paraguay,PRY,61593
2018,M,Serbia,SRB,Peru,PER,1861719
2018,M,Serbia,SRB,Philippines,PHL,19099273
2018,M,Serbia,SRB,Poland,POL,921663200
2018,M,Serbia,SRB,Portugal,PRT,60990729
2018,M,Serbia,SRB,Timor-Leste,TLS,32270
2018,M,Serbia,SRB,Qatar,QAT,546682
2018,M,Serbia,SRB,Romania,ROU,711935878
2018,M,Serbia,SRB,Russian Federation,RUS,2037087078
2018,M,Serbia,SRB,Rwanda,RWA,225584
2018,M,Serbia,SRB,Saint Helena,SHN,20915
2018,M,Serbia,SRB,Saint Lucia,LCA,2427
2018,M,Serbia,SRB,Saint Vincent and the Grenadines,VCT,380
2018,M,Serbia,SRB,San Marino,SMR,436417
2018,M,Serbia,SRB,Sao Tome and Principe,STP,3890
2018,M,Serbia,SRB,Saudi Arabia,SAU,33613938
2018,M,Serbia,SRB,Senegal,SEN,118384
2018,M,Serbia,SRB,Seychelles,SYC,12748
2018,M,Serbia,SRB,Sierra Leone,SLE,150601
2018,M,Serbia,SRB,India,IND,202581748
2018,M,Serbia,SRB,Singapore,SGP,16918698
2018,M,Serbia,SRB,Slovakia,SVK,274841267
2018,M,Serbia,SRB,Viet Nam,VNM,206182681
2018,M,Serbia,SRB,Slovenia,SVN,671439792
2018,M,Serbia,SRB,Somalia,SOM,752
2018,M,Serbia,SRB,South Africa,ZAF,21522698
2018,M,Serbia,SRB,Zimbabwe,ZWE,1563918
2018,M,Serbia,SRB,Spain,ESP,384309133
2018,M,Serbia,SRB,Sudan,SDN,139652
2018,M,Serbia,SRB,Suriname,SUR,39098
2018,M,Serbia,SRB,Eswatini,SWZ,16332
2018,M,Serbia,SRB,Sweden,SWE,177567773
2018,M,Serbia,SRB,Switzerland,CHE,260443930
2018,M,Serbia,SRB,Syria,SYR,21519912
2018,M,Serbia,SRB,Tajikistan,TJK,3048838
2018,M,Serbia,SRB,Thailand,THA,71488457
2018,M,Serbia,SRB,Togo,TGO,1264955
2018,M,Serbia,SRB,Trinidad and Tobago,TTO,12549
2018,M,Serbia,SRB,United Arab Emirates,ARE,27216184
2018,M,Serbia,SRB,Tunisia,TUN,15297160
2018,M,Serbia,SRB,Turkey,TUR,984086755
2018,M,Serbia,SRB,Uganda,UGA,4541035
2018,M,Serbia,SRB,Ukraine,UKR,388619944
2018,M,Serbia,SRB,North Macedonia,MKD,270105276
2018,M,Serbia,SRB,Egypt,EGY,38324326
2018,M,Serbia,SRB,United Kingdom,GBR,293004965
2018,M,Serbia,SRB,United Rep. of Tanzania,TZA,5163423
2018,M,Serbia,SRB,USA,USA,473861947
2018,M,Serbia,SRB,Uruguay,URY,1975844
2018,M,Serbia,SRB,Venezuela,VEN,68963
2018,M,Serbia,SRB,"Areas, nes",_X ,39287269
2016,M,France,FRA,Afghanistan,AFG,11019954
2016,M,France,FRA,Antarctica,ATA,92311
2016,M,France,FRA,Albania,ALB,88043956
2016,M,France,FRA,Algeria,DZA,3306012255
2016,M,France,FRA,American Samoa,ASM,867513
2016,M,France,FRA,Andorra,AND,8759042
2016,M,France,FRA,Angola,AGO,1029963745
2016,M,France,FRA,Antigua and Barbuda,ATG,860981
2016,M,France,FRA,Azerbaijan,AZE,981870520
2016,M,France,FRA,Argentina,ARG,494831976
2016,M,France,FRA,Australia,AUS,949413800
2016,M,France,FRA,Austria,AUT,5274495885
2016,M,France,FRA,Bahamas,BHS,29456538
2016,M,France,FRA,Bahrain,BHR,91550143
2016,M,France,FRA,Bangladesh,BGD,2730900524
2016,M,France,FRA,Armenia,ARM,7638648
2016,M,France,FRA,Barbados,BRB,6452528
2016,M,France,FRA,Belgium,BEL,38019212050
2016,M,France,FRA,Bermuda,BMU,597360
2016,M,France,FRA,Bhutan,BTN,1313720
2016,M,France,FRA,Bolivia (Plurinational State of),BOL,56479612
2016,M,France,FRA,Bosnia Herzegovina,BIH,127303478
2016,M,France,FRA,Botswana,BWA,350942
2016,M,France,FRA,Bouvet Island,BVT,11220
2016,M,France,FRA,Brazil,BRA,2980683471
2016,M,France,FRA,Belize,BLZ,9546409
2016,M,France,FRA,Br. Indian Ocean Terr.,IOT,34421
2016,M,France,FRA,Solomon Isds,SLB,1197532
2016,M,France,FRA,Br. Virgin Isds,VGB,44224391
2016,M,France,FRA,Brunei Darussalam,BRN,1735988
2016,M,France,FRA,Bulgaria,BGR,1235406678
2016,M,France,FRA,Myanmar,MMR,163135569
2016,M,France,FRA,Burundi,BDI,2887225
2016,M,France,FRA,Belarus,BLR,32145947
2016,M,France,FRA,Cambodia,KHM,885549930
2016,M,France,FRA,Cameroon,CMR,289926791
2016,M,France,FRA,Canada,CAN,3190159504
2016,M,France,FRA,Cabo Verde,CPV,517319
2016,M,France,FRA,Cayman Isds,CYM,15572731
2016,M,France,FRA,Central African Rep.,CAF,6172969
2016,M,France,FRA,Chad,TCD,101526698
2016,M,France,FRA,Sri Lanka,LKA,314838384
2016,M,France,FRA,Chile,CHL,1103785673
2016,M,France,FRA,China,CHN,51032597789
2016,M,France,FRA,Christmas Isds,CXR,16371
2016,M,France,FRA,Cocos Isds,CCK,67452
2016,M,France,FRA,Comoros,COM,9398993
2016,M,France,FRA,Colombia,COL,419142608
2016,M,France,FRA,Congo,COG,46280152
2016,M,France,FRA,Dem. Rep. of the Congo,COD,16429585
2016,M,France,FRA,Cook Isds,COK,2460486
2016,M,France,FRA,Costa Rica,CRI,223336262
2016,M,France,FRA,Croatia,HRV,216767500
2016,M,France,FRA,Cuba,CUB,30047115
2016,M,France,FRA,Cyprus,CYP,81160169
2016,M,France,FRA,Czechia,CZE,7111708810
2016,M,France,FRA,Benin,BEN,4865726
2016,M,France,FRA,Denmark,DNK,2714272742
2016,M,France,FRA,Dominica,DMA,1661027
2016,M,France,FRA,Dominican Rep.,DOM,169612451
2016,M,France,FRA,Ecuador,ECU,410419515
2016,M,France,FRA,El Salvador,SLV,15473538
2016,M,France,FRA,Equatorial Guinea,GNQ,49582895
2016,M,France,FRA,Ethiopia,ETH,49687820
2016,M,France,FRA,Eritrea,ERI,2225342
2016,M,France,FRA,Estonia,EST,311036013
2016,M,France,FRA,Faeroe Isds,FRO,36527994
2016,M,France,FRA,Falkland Isds (Malvinas),FLK,193630
2016,M,France,FRA,South Georgia and the South Sandwich Islands,SGS,51884
2016,M,France,FRA,Fiji,FJI,1148106
2016,M,France,FRA,Finland,FIN,2230495248
2016,M,France,FRA,French Polynesia,PYF,22543478
2016,M,France,FRA,Fr. South Antarctic Terr.,ATF,9078153
2016,M,France,FRA,Djibouti,DJI,1822543
2016,M,France,FRA,Gabon,GAB,169063767
2016,M,France,FRA,Georgia,GEO,38201965
2016,M,France,FRA,Gambia,GMB,6073367
2016,M,France,FRA,State of Palestine,PSE,2270390
2016,M,France,FRA,Germany,DEU,94547302117
2016,M,France,FRA,Ghana,GHA,320815854
2016,M,France,FRA,Gibraltar,GIB,2121402
2016,M,France,FRA,Kiribati,KIR,273519
2016,M,France,FRA,Greece,GRC,697874536
2016,M,France,FRA,Greenland,GRL,3920789
2016,M,France,FRA,Grenada,GRD,1244784
2016,M,France,FRA,Guam,GUM,62464
2016,M,France,FRA,Guatemala,GTM,48226722
2016,M,France,FRA,Guinea,GIN,146026315
2016,M,France,FRA,Guyana,GUY,12826922
2016,M,France,FRA,Haiti,HTI,13054915
2016,M,France,FRA,Holy See (Vatican City State),VAT,138180
2016,M,France,FRA,Honduras,HND,108362023
